birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,playerId,positionCode,shootsCatches,skaterFullName,weight
Saskatoon,CAN,1994-04-22,SK,SEA,Seattle Kraken,77.0,3.0,2012.0,20152016,72.0,N,Stephenson,CAN,8476905,C,L,Chandler Stephenson,201.0
Pembroke Pines,USA,1993-04-20,FL,CAR,Carolina Hurricanes,78.0,3.0,2012.0,20142015,71.0,N,Gostisbehere,USA,8476906,D,L,Shayne Gostisbehere,183.0
Bloomfield Hills,USA,1994-03-09,MI,VAN,Vancouver Canucks,67.0,3.0,2012.0,20182019,74.0,N,MacEachern,USA,8476907,L,L,Mackenzie MacEachern,193.0
Toronto,CAN,1994-08-16,ON,NYI,New York Islanders,65.0,3.0,2012.0,20152016,75.0,N,Pelech,CAN,8476917,D,L,Adam Pelech,212.0
Brandon,CAN,1992-07-25,MB,CAR,Carolina Hurricanes,58.0,2.0,2012.0,20142015,73.0,N,Martinook,CAN,8476921,L,L,Jordan Martinook,208.0
Melville,CAN,1994-08-07,SK,CBJ,Columbus Blue Jackets,60.0,2.0,2012.0,20142015,74.0,N,Severson,CAN,8476923,D,R,Damon Severson,204.0
North Vancouver,CAN,1993-11-05,BC,TOR,Toronto Maple Leafs,50.0,2.0,2012.0,20132014,73.0,N,Sissons,CAN,8476925,C,R,Colton Sissons,200.0
Riga,LVA,1994-08-15,,TOR,Toronto Maple Leafs,52.0,2.0,2012.0,20182019,72.0,N,Blueger,LVA,8476927,C,L,Teddy Blueger,185.0
Eau Claire,USA,1993-10-12,WI,TOR,Toronto Maple Leafs,44.0,2.0,2012.0,20132014,73.0,N,McCabe,USA,8476931,D,L,Jake McCabe,210.0
Duluth,USA,1994-03-09,MN,CHI,Chicago Blackhawks,126.0,5.0,2012.0,20172018,74.0,N,Toninato,USA,8476952,C,L,Dominic Toninato,201.0
Denver,USA,1994-05-01,CO,CAR,Carolina Hurricanes,120.0,4.0,2012.0,20152016,75.0,N,Slavin,USA,8476958,D,L,Jaccob Slavin,207.0
Edmonton,CAN,1994-01-06,AB,COL,Colorado Avalanche,105.0,4.0,2012.0,20142015,73.0,N,Kulak,CAN,8476967,D,L,Brett Kulak,192.0
Nynashamn,SWE,1992-03-14,,LAK,Los Angeles Kings,93.0,4.0,2012.0,20152016,72.0,N,Gustafsson,SWE,8476979,D,L,Erik Gustafsson,190.0
Burlington,CAN,1994-05-07,ON,MTL,Montréal Canadiens,95.0,4.0,2012.0,20142015,75.0,N,Anderson,CAN,8476981,R,R,Josh Anderson,226.0
Edmonton,CAN,1994-05-25,AB,,,175.0,6.0,2012.0,20162017,73.0,N,Benning,CAN,8476988,D,R,Matthew Benning,220.0
Chicago,USA,1994-04-03,IL,COL,Colorado Avalanche,169.0,6.0,2012.0,20152016,70.0,N,Hinostroza,USA,8476994,C,R,Vinnie Hinostroza,183.0
Toronto,CAN,1994-01-14,ON,NJD,New Jersey Devils,156.0,6.0,2012.0,20152016,72.0,N,Brown,CAN,8477015,R,R,Connor Brown,184.0
Brockville,CAN,1993-04-20,ON,,,147.0,5.0,2012.0,20152016,75.0,N,Hutton,CAN,8477018,D,L,Ben Hutton,209.0
Vancouver,CAN,1994-08-11,BC,NSH,Nashville Predators,150.0,5.0,2012.0,20172018,71.0,N,Kerfoot,CAN,8477021,C,L,Alexander Kerfoot,185.0
Plantation,USA,1992-12-10,FL,VGK,Vegas Golden Knights,210.0,7.0,2012.0,20162017,78.0,N,Megna,USA,8477034,D,L,Jaycob Megna,218.0
Halifax,CAN,1994-07-29,NS,UTA,Utah Mammoth,,,,20142015,73.0,N,O'Brien,CAN,8477070,C,L,Liam O'Brien,215.0
Quebec City,CAN,1994-03-25,QC,OTT,Ottawa Senators,,,,20172018,77.0,N,MacDermid,CAN,8477073,L,L,Kurtis MacDermid,233.0
Orleans,CAN,1992-07-30,ON,TBL,Tampa Bay Lightning,,,,20192020,75.0,N,Sabourin,CAN,8477149,R,R,Scott Sabourin,210.0
St. Cloud,USA,1991-07-16,MN,UTA,Utah Mammoth,,,,20132014,72.0,N,Schmidt,USA,8477220,D,L,Nate Schmidt,197.0
Molnlycke,SWE,1995-03-14,,NYR,New York Rangers,180.0,6.0,2013.0,20162017,73.0,N,Blidh,SWE,8477320,L,L,Anton Blidh,191.0
Ottawa,CAN,1994-01-07,ON,UTA,Utah Mammoth,206.0,7.0,2013.0,20162017,72.0,N,Weegar,CAN,8477346,D,R,MacKenzie Weegar,206.0
Matawan,USA,1995-04-28,NJ,BOS,Boston Bruins,133.0,5.0,2013.0,20182019,72.0,N,Clifton,USA,8477365,D,R,Connor Clifton,196.0
Viking,CAN,1994-07-27,AB,,,137.0,5.0,2013.0,20172018,76.0,N,Soucy,CAN,8477369,D,L,Carson Soucy,211.0
Ham Lake,USA,1993-06-19,MN,WSH,Washington Capitals,148.0,5.0,2013.0,20162017,72.0,N,Brodzinski,USA,8477380,C,R,Jonny Brodzinski,206.0
Chicago,USA,1995-02-14,IL,SEA,Seattle Kraken,74.0,3.0,2013.0,20162017,75.0,N,Hayden,USA,8477401,C,R,John Hayden,223.0
Cherepovets,RUS,1995-04-17,,STL,St. Louis Blues,75.0,3.0,2013.0,20162017,73.0,N,Buchnevich,RUS,8477402,L,L,Pavel Buchnevich,196.0
Omaha,USA,1994-10-06,NE,TBL,Tampa Bay Lightning,77.0,3.0,2013.0,20162017,71.0,N,Guentzel,USA,8477404,C,L,Jake Guentzel,176.0
Danderyd,SWE,1992-12-08,,EDM,Edmonton Oilers,79.0,3.0,2013.0,20152016,73.0,N,Janmark,SWE,8477406,C,L,Mattias Janmark,205.0
Pointe-Claire,CAN,1995-08-26,QC,NYI,New York Islanders,80.0,3.0,2013.0,20142015,72.0,N,Duclair,CAN,8477407,L,L,Anthony Duclair,198.0
Toronto,CAN,1995-08-14,ON,FLA,Florida Panthers,82.0,3.0,2013.0,20192020,74.0,N,Verhaeghe,CAN,8477409,C,L,Carter Verhaeghe,183.0
Herning,DNK,1995-04-10,,NYR,New York Rangers,89.0,3.0,2013.0,20152016,72.0,N,Bjorkstrand,DNK,8477416,R,R,Oliver Bjorkstrand,175.0
Drayton Valley,CAN,1995-04-19,AB,BUF,Buffalo Sabres,93.0,4.0,2013.0,20212022,76.0,N,Geertsen,CAN,8477419,L,L,Mason Geertsen,227.0
Buffalo,USA,1995-09-13,NY,CBJ,Columbus Blue Jackets,100.0,4.0,2013.0,20152016,74.0,N,Wood,USA,8477425,L,L,Miles Wood,209.0
Mississauga,CAN,1995-03-20,ON,TOR,Toronto Maple Leafs,101.0,4.0,2013.0,20152016,76.0,N,Paul,CAN,8477426,L,L,Nick Paul,234.0
Ann Arbor,USA,1994-07-08,MI,DET,Detroit Red Wings,104.0,4.0,2013.0,20142015,73.0,N,Copp,USA,8477429,C,L,Andrew Copp,200.0
Yarmouth,CAN,1995-05-21,NS,PIT,Pittsburgh Penguins,110.0,4.0,2013.0,20182019,77.0,N,Graves,CAN,8477435,D,L,Ryan Graves,228.0
Klagenfurt,AUT,1995-02-09,,OTT,Ottawa Senators,23.0,1.0,2013.0,20142015,75.0,N,Burakovsky,SWE,8477444,L,L,Andre Burakovsky,203.0
Grosse Pointe,USA,1995-03-07,MI,MIN,Minnesota Wild,25.0,1.0,2013.0,20152016,78.0,N,McCarron,USA,8477446,C,R,Michael McCarron,232.0
Aldergrove,CAN,1995-08-03,BC,VGK,Vegas Golden Knights,26.0,1.0,2013.0,20152016,74.0,N,Theodore,CAN,8477447,D,L,Shea Theodore,200.0
Georgetown,CAN,1995-07-04,ON,EDM,Edmonton Oilers,29.0,1.0,2013.0,20152016,74.0,N,Dickinson,CAN,8477450,C,L,Jason Dickinson,204.0
Hilton Head Island,USA,1994-09-20,SC,MIN,Minnesota Wild,30.0,1.0,2013.0,20142015,72.0,N,Hartman,USA,8477451,R,R,Ryan Hartman,197.0
New Haven,USA,1995-04-20,CT,,,33.0,2.0,2013.0,20162017,73.0,N,Erne,USA,8477454,L,L,Adam Erne,209.0
Northbrook,USA,1995-04-08,IL,DET,Detroit Red Wings,35.0,2.0,2013.0,20162017,72.0,N,Compher,USA,8477456,L,R,J.T. Compher,192.0
Bronxville,USA,1995-03-07,NY,TBL,Tampa Bay Lightning,42.0,2.0,2013.0,20152016,75.0,N,Santini,USA,8477463,D,R,Steven Santini,215.0
Piikkio,FIN,1995-07-04,,COL,Colorado Avalanche,55.0,2.0,2013.0,20162017,71.0,N,Lehkonen,FIN,8477476,L,L,Artturi Lehkonen,179.0
LaSalle,CAN,1994-12-20,QC,CAR,Carolina Hurricanes,57.0,2.0,2013.0,20162017,74.0,N,Carrier,CAN,8477478,L,L,William Carrier,214.0
Sudbury,CAN,1995-02-24,ON,CHI,Chicago Blackhawks,58.0,2.0,2013.0,20162017,74.0,N,Bertuzzi,CAN,8477479,L,L,Tyler Bertuzzi,200.0
Tarrytown,USA,1994-11-15,NY,NJD,New Jersey Devils,66.0,3.0,2013.0,20152016,75.0,N,Pesce,USA,8477488,D,R,Brett Pesce,206.0
Halifax,CAN,1995-09-01,NS,COL,Colorado Avalanche,1.0,1.0,2013.0,20132014,72.0,N,MacKinnon,CAN,8477492,C,R,Nathan MacKinnon,200.0
Ste-Agathe,CAN,1995-03-28,QC,,,3.0,1.0,2013.0,20142015,71.0,N,Drouin,CAN,8477494,L,L,Jonathan Drouin,189.0
Arlington,USA,1994-10-03,TX,FLA,Florida Panthers,4.0,1.0,2013.0,20132014,76.0,N,Jones,USA,8477495,D,R,Seth Jones,213.0
Boden,SWE,1994-12-02,,BOS,Boston Bruins,5.0,1.0,2013.0,20132014,73.0,N,Lindholm,SWE,8477496,C,R,Elias Lindholm,200.0
Brampton,CAN,1994-10-12,ON,CBJ,Columbus Blue Jackets,6.0,1.0,2013.0,20132014,74.0,N,Monahan,CAN,8477497,C,L,Sean Monahan,206.0
Hamilton,CAN,1995-02-04,ON,SJS,San Jose Sharks,7.0,1.0,2013.0,20142015,76.0,N,Nurse,CAN,8477498,D,L,Darnell Nurse,215.0
Turku,FIN,1994-10-27,,PHI,Philadelphia Flyers,8.0,1.0,2013.0,20132014,76.0,N,Ristolainen,FIN,8477499,D,R,Rasmus Ristolainen,208.0
London,CAN,1995-04-05,ON,NYI,New York Islanders,9.0,1.0,2013.0,20142015,73.0,N,Horvat,CAN,8477500,C,L,Bo Horvat,225.0
Chelyabinsk,RUS,1995-03-04,,CBJ,Columbus Blue Jackets,10.0,1.0,2013.0,20132014,76.0,N,Nichushkin,RUS,8477501,R,L,Valeri Nichushkin,210.0
Winnipeg,CAN,1995-03-02,MB,TOR,Toronto Maple Leafs,12.0,1.0,2013.0,20152016,70.0,N,Domi,CAN,8477503,C,L,Max Domi,208.0
Calgary,CAN,1995-03-28,AB,WPG,Winnipeg Jets,13.0,1.0,2013.0,20152016,72.0,N,Morrissey,CAN,8477504,D,L,Josh Morrissey,195.0
Stockholm,SWE,1994-09-22,,SJS,San Jose Sharks,14.0,1.0,2013.0,20142015,74.0,N,Wennberg,SWE,8477505,C,L,Alexander Wennberg,190.0
Dauphin,CAN,1994-10-06,MB,NYI,New York Islanders,15.0,1.0,2013.0,20152016,73.0,N,Pulock,CAN,8477506,D,R,Ryan Pulock,219.0
Moscow,RUS,1995-04-16,,BOS,Boston Bruins,16.0,1.0,2013.0,20132014,79.0,N,Zadorov,RUS,8477507,D,L,Nikita Zadorov,255.0
Salmon Arm,CAN,1995-02-02,BC,,,17.0,1.0,2013.0,20142015,72.0,N,Lazar,CAN,8477508,C,R,Curtis Lazar,203.0
Longueuil,CAN,1994-09-16,QC,NJD,New Jersey Devils,20.0,1.0,2013.0,20152016,77.0,N,Mantha,CAN,8477511,R,L,Anthony Mantha,240.0
Charlottetown,CAN,1994-02-18,PE,STL,St. Louis Blues,,,,20152016,77.0,N,Johnston,CAN,8477527,L,L,Ross Johnston,232.0
Alton,USA,1994-01-05,IL,TOR,Toronto Maple Leafs,,,,20172018,72.0,N,Mermis,USA,8477541,D,L,Dakota Mermis,197.0
Cardiff,GBR,1994-02-07,,STL,St. Louis Blues,89.0,3.0,2014.0,20172018,69.0,N,Walker,AUS,8477573,L,L,Nathan Walker,191.0
Keswick,CAN,1991-06-08,ON,CGY,Calgary Flames,,,,20152016,71.0,N,Hanley,CAN,8477810,D,L,Joel Hanley,186.0
Winchester,USA,1992-06-08,MA,BUF,Buffalo Sabres,,,,20152016,68.0,N,Sheary,USA,8477839,L,L,Conor Sheary,184.0
Middletown,USA,1991-07-24,NJ,PIT,Pittsburgh Penguins,,,,20142015,75.0,N,van Riemsdyk,USA,8477845,D,R,Trevor van Riemsdyk,209.0
Dearborn Heights,USA,1992-06-25,MI,,,,,,20142015,72.0,N,Oesterle,USA,8477851,D,L,Jordan Oesterle,181.0
Naples,USA,1991-11-23,FL,FLA,Florida Panthers,,,,20152016,74.0,N,Hathaway,USA,8477903,R,R,Garnet Hathaway,212.0
Bromont,CAN,1993-05-01,QC,SEA,Seattle Kraken,,,,20162017,72.0,N,Gaudreau,CAN,8477919,C,R,Freddy Gaudreau,184.0
Pardubice,CZE,1992-09-01,,,,,,,20152016,75.0,N,Nosek,CZE,8477931,L,L,Tomas Nosek,199.0
Windsor,CAN,1996-02-07,ON,FLA,Florida Panthers,1.0,1.0,2014.0,20142015,76.0,N,Ekblad,CAN,8477932,D,R,Aaron Ekblad,220.0
West Vancouver,CAN,1995-11-06,BC,FLA,Florida Panthers,2.0,1.0,2014.0,20142015,73.0,N,Reinhart,CAN,8477933,C,R,Sam Reinhart,196.0
Cologne,DEU,1995-10-27,,EDM,Edmonton Oilers,3.0,1.0,2014.0,20142015,75.0,N,Draisaitl,DEU,8477934,C,L,Leon Draisaitl,215.0
Holland Landing,CAN,1996-06-20,ON,FLA,Florida Panthers,4.0,1.0,2014.0,20142015,73.0,N,Bennett,CAN,8477935,C,L,Sam Bennett,193.0
Carlyle,CAN,1996-07-08,SK,WPG,Winnipeg Jets,7.0,1.0,2014.0,20172018,76.0,N,Fleury,CAN,8477938,D,L,Haydn Fleury,207.0
Calgary,CAN,1996-05-01,AB,TOR,Toronto Maple Leafs,8.0,1.0,2014.0,20152016,72.0,N,Nylander,SWE,8477939,R,R,William Nylander,200.0
Aalborg,DNK,1996-02-14,,CAR,Carolina Hurricanes,9.0,1.0,2014.0,20152016,72.0,N,Ehlers,DNK,8477940,L,L,Nikolaj Ehlers,168.0
St. Gallen,CHE,1996-07-22,,LAK,Los Angeles Kings,11.0,1.0,2014.0,20142015,72.0,N,Fiala,CHE,8477942,L,L,Kevin Fiala,205.0
Waterford,USA,1996-07-30,MI,DET,Detroit Red Wings,15.0,1.0,2014.0,20152016,73.0,N,Larkin,USA,8477946,C,L,Dylan Larkin,198.0
Massapequa,USA,1996-05-12,NY,,,16.0,1.0,2014.0,20152016,72.0,N,Milano,USA,8477947,L,L,Sonny Milano,205.0
Elkhorn,CAN,1996-03-29,MB,PHI,Philadelphia Flyers,17.0,1.0,2014.0,20172018,76.0,N,Sanheim,CAN,8477948,D,L,Travis Sanheim,222.0
Syracuse,USA,1996-05-10,NY,WSH,Washington Capitals,18.0,1.0,2014.0,20162017,76.0,N,Tuch,USA,8477949,R,R,Alex Tuch,219.0
Sewell,USA,1995-10-24,NJ,NYI,New York Islanders,19.0,1.0,2014.0,20162017,72.0,N,DeAngelo,USA,8477950,D,R,Tony DeAngelo,190.0
Madison,USA,1996-02-23,WI,UTA,Utah Mammoth,20.0,1.0,2014.0,20162017,72.0,N,Schmaltz,USA,8477951,C,R,Nick Schmaltz,184.0
Mississauga,CAN,1996-01-22,ON,,,21.0,1.0,2014.0,20152016,71.0,N,Fabbri,CAN,8477952,C,L,Robby Fabbri,185.0
Kuopio,FIN,1996-07-23,,EDM,Edmonton Oilers,22.0,1.0,2014.0,20152016,73.0,N,Kapanen,FIN,8477953,R,R,Kasperi Kapanen,197.0
Stratford,CAN,1996-05-31,ON,SEA,Seattle Kraken,24.0,1.0,2014.0,20152016,73.0,N,McCann,CAN,8477955,L,L,Jared McCann,191.0
Havirov,CZE,1996-05-25,,BOS,Boston Bruins,25.0,1.0,2014.0,20142015,72.0,N,Pastrnak,CZE,8477956,R,R,David Pastrnak,199.0
Kramfors,SWE,1996-09-13,,LAK,Los Angeles Kings,29.0,1.0,2014.0,20162017,74.0,N,Kempe,SWE,8477960,R,L,Adrian Kempe,205.0
Moscow,RUS,1995-12-14,,VGK,Vegas Golden Knights,33.0,2.0,2014.0,20162017,72.0,N,Barbashev,RUS,8477964,L,L,Ivan Barbashev,198.0
Skelleftea,SWE,1996-05-08,,NYR,New York Rangers,38.0,2.0,2014.0,20172018,77.0,N,Pettersson,SWE,8477969,D,L,Marcus Pettersson,174.0
Stockholm,SWE,1996-01-21,,CGY,Calgary Flames,40.0,2.0,2014.0,20162017,76.0,N,Englund,SWE,8477971,D,L,Andreas Englund,200.0
Slave Lake,CAN,1996-05-10,AB,,,48.0,2.0,2014.0,20182019,72.0,N,Aube-Kubel,CAN,8477979,R,R,Nicolas Aube-Kubel,213.0
Brantford,CAN,1994-04-11,ON,SEA,Seattle Kraken,55.0,2.0,2014.0,20162017,72.0,N,Montour,CAN,8477986,D,R,Brandon Montour,199.0
Boston,USA,1996-04-09,MA,CHI,Chicago Blackhawks,56.0,2.0,2014.0,20172018,72.0,N,Donato,USA,8477987,C,L,Ryan Donato,190.0
Palos,USA,1996-02-02,IL,PHI,Philadelphia Flyers,58.0,2.0,2014.0,20162017,73.0,N,Dvorak,USA,8477989,C,L,Christian Dvorak,190.0
Winnipeg,CAN,1996-08-02,MB,MIN,Minnesota Wild,62.0,3.0,2014.0,20222023,75.0,N,Kirkland,CAN,8477993,C,L,Justin Kirkland,183.0
Noormarkku,FIN,1996-01-29,,,,65.0,3.0,2014.0,20182019,74.0,N,Lammikko,FIN,8477996,C,L,Juho Lammikko,191.0
Markham,CAN,1996-04-01,ON,OTT,Ottawa Senators,67.0,3.0,2014.0,20172018,74.0,N,Foegele,CAN,8477998,L,L,Warren Foegele,205.0
Calgary,CAN,1996-03-13,AB,TBL,Tampa Bay Lightning,79.0,3.0,2014.0,20162017,71.0,N,Point,CAN,8478010,C,R,Brayden Point,174.0
Toronto,CAN,1996-02-20,ON,EDM,Edmonton Oilers,82.0,3.0,2014.0,20192020,73.0,N,Walman,CAN,8478013,D,L,Jake Walman,210.0
Sault Ste. Marie,CAN,1996-05-13,ON,OTT,Ottawa Senators,90.0,3.0,2014.0,20172018,73.0,N,Amadio,CAN,8478020,R,R,Michael Amadio,206.0
Abbotsford,CAN,1994-02-21,BC,COL,Colorado Avalanche,108.0,4.0,2014.0,20182019,73.0,N,Toews,CAN,8478038,D,L,Devon Toews,191.0
Skelleftea,SWE,1993-04-08,,DET,Detroit Red Wings,112.0,4.0,2014.0,20142015,70.0,N,Arvidsson,SWE,8478042,L,R,Viktor Arvidsson,181.0
Hollidaysburg,USA,1995-03-06,PA,FLA,Florida Panthers,113.0,4.0,2014.0,20192020,74.0,N,Lafferty,USA,8478043,C,R,Sam Lafferty,205.0
Langley,CAN,1995-07-05,BC,CBJ,Columbus Blue Jackets,116.0,4.0,2014.0,20162017,74.0,N,Heinen,CAN,8478046,L,L,Danton Heinen,187.0
Scarborough,CAN,1995-09-17,ON,,,117.0,4.0,2014.0,20182019,72.0,N,Bunting,CAN,8478047,L,L,Michael Bunting,186.0
Linkoping,SWE,1996-06-12,,FLA,Florida Panthers,126.0,5.0,2014.0,20162017,73.0,N,Forsling,SWE,8478055,D,L,Gustav Forsling,199.0
Dearborn,USA,1996-05-15,MI,TOR,Toronto Maple Leafs,128.0,5.0,2014.0,20202021,75.0,N,Joshua,USA,8478057,C,L,Dakota Joshua,218.0
Victoria,CAN,1996-08-17,BC,,,133.0,5.0,2014.0,20212022,72.0,N,Mayo,CAN,8478062,D,R,Dysin Mayo,190.0
Montmagny,CAN,1996-06-17,QC,OTT,Ottawa Senators,176.0,6.0,2014.0,20172018,74.0,N,Blais,CAN,8478104,L,L,Samuel Blais,206.0
Ornskoldsvik,SWE,1995-07-18,,VGK,Vegas Golden Knights,181.0,7.0,2014.0,20182019,71.0,N,Olofsson,SWE,8478109,L,L,Victor Olofsson,181.0
Toronto,CAN,1996-06-02,ON,MTL,Montréal Canadiens,207.0,7.0,2014.0,20192020,72.0,N,Evans,CAN,8478133,C,R,Jake Evans,190.0
Wainwright,CAN,1996-01-02,AB,CGY,Calgary Flames,210.0,7.0,2014.0,20182019,75.0,N,Middleton,CAN,8478136,D,L,Jacob Middleton,219.0
Montréal,CAN,1996-08-03,QC,FLA,Florida Panthers,180.0,6.0,2015.0,20212022,73.0,N,Imama,CAN,8478147,L,L,Bokondji Imama,223.0
Windsor,CAN,1996-03-02,ON,OTT,Ottawa Senators,,,,20212022,74.0,N,Hodgson,CAN,8478173,R,R,Hayden Hodgson,226.0
Toronto,CAN,1996-02-28,ON,TOR,Toronto Maple Leafs,,,,20212022,73.0,N,Raddysh,CAN,8478178,D,R,Darren Raddysh,202.0
Cranbrook,CAN,1995-11-24,BC,CGY,Calgary Flames,,,,20172018,72.0,N,Hunt,CAN,8478211,L,L,Dryden Hunt,193.0
Toronto,CAN,1996-04-04,ON,CHI,Chicago Blackhawks,166.0,6.0,2015.0,20172018,70.0,N,Mangiapane,CAN,8478233,L,L,Andrew Mangiapane,183.0
East Longmeadow,USA,1994-03-14,MA,ANA,Anaheim Ducks,,,,20152016,71.0,N,Vatrano,USA,8478366,R,L,Frank Vatrano,203.0
Boston,USA,1997-01-25,MA,VGK,Vegas Golden Knights,5.0,1.0,2015.0,20152016,75.0,N,Hanifin,USA,8478396,D,L,Noah Hanifin,206.0
Malmo,SWE,1996-10-27,,VGK,Vegas Golden Knights,53.0,2.0,2015.0,20162017,73.0,N,Andersson,SWE,8478397,D,R,Rasmus Andersson,202.0
Shelby Township,USA,1996-12-09,MI,WPG,Winnipeg Jets,17.0,1.0,2015.0,20162017,73.0,N,Connor,USA,8478398,L,L,Kyle Connor,183.0
Zurich,CHE,1997-05-06,,NJD,New Jersey Devils,57.0,2.0,2015.0,20182019,74.0,N,Siegenthaler,CHE,8478399,D,L,Jonas Siegenthaler,218.0
Brno,CZE,1997-04-06,,BOS,Boston Bruins,6.0,1.0,2015.0,20152016,76.0,N,Zacha,CZE,8478401,C,L,Pavel Zacha,211.0
Richmond Hill,CAN,1997-01-13,ON,EDM,Edmonton Oilers,1.0,1.0,2015.0,20152016,74.0,N,McDavid,CAN,8478402,C,L,Connor McDavid,190.0
North Chelmsford,USA,1996-10-28,MA,VGK,Vegas Golden Knights,2.0,1.0,2015.0,20152016,74.0,N,Eichel,USA,8478403,C,R,Jack Eichel,205.0
Mississauga,CAN,1996-10-29,ON,SEA,Seattle Kraken,56.0,2.0,2015.0,20172018,72.0,N,Dunn,CAN,8478407,D,L,Vince Dunn,200.0
Trois-Rivières,CAN,1996-12-20,QC,,,100.0,4.0,2015.0,20182019,70.0,N,Richard,CAN,8478409,C,L,Anthony Richard,185.0
Canton,USA,1997-02-16,NY,CHI,Chicago Blackhawks,50.0,2.0,2015.0,20172018,78.0,N,Greenway,USA,8478413,L,L,Jordan Greenway,231.0
Herisau,CHE,1996-10-08,,NJD,New Jersey Devils,9.0,1.0,2015.0,20162017,73.0,N,Meier,CHE,8478414,R,L,Timo Meier,220.0
Kosice,SVK,1997-05-28,,TBL,Tampa Bay Lightning,43.0,2.0,2015.0,20182019,76.0,N,Cernak,SVK,8478416,D,R,Erik Cernak,232.0
Nousiainen,FIN,1996-10-29,,DAL,Dallas Stars,10.0,1.0,2015.0,20152016,76.0,N,Rantanen,FIN,8478420,R,L,Mikko Rantanen,228.0
Joliette,CAN,1996-12-14,QC,ANA,Anaheim Ducks,39.0,2.0,2015.0,20162017,75.0,N,Greer,CAN,8478421,L,L,Anthony-John (AJ) Greer,224.0
Cleveland,USA,1997-05-23,OH,TBL,Tampa Bay Lightning,47.0,2.0,2015.0,20192020,74.0,N,Harkins,USA,8478424,C,L,Jansen Harkins,199.0
Rauma,FIN,1997-07-26,,CAR,Carolina Hurricanes,35.0,2.0,2015.0,20162017,72.0,N,Aho,FIN,8478427,C,L,Sebastian Aho,189.0
Brandon,CAN,1997-04-08,MB,DET,Detroit Red Wings,69.0,3.0,2015.0,20192020,74.0,N,Kolesar,CAN,8478434,R,R,Keegan Kolesar,218.0
St. Paul,USA,1997-04-28,MN,PIT,Pittsburgh Penguins,85.0,3.0,2015.0,20212022,73.0,N,Novak,USA,8478438,C,L,Thomas Novak,188.0
London,CAN,1997-03-11,ON,PHI,Philadelphia Flyers,24.0,1.0,2015.0,20162017,70.0,N,Konecny,CAN,8478439,R,R,Travis Konecny,192.0
Mississauga,CAN,1997-03-07,ON,WSH,Washington Capitals,3.0,1.0,2015.0,20162017,76.0,N,Strome,CAN,8478440,C,L,Dylan Strome,200.0
Colorado Springs,USA,1996-11-26,CO,STL,St. Louis Blues,37.0,2.0,2015.0,20162017,77.0,N,Carlo,USA,8478443,D,R,Brandon Carlo,227.0
Burnsville,USA,1997-02-25,MN,VAN,Vancouver Canucks,23.0,1.0,2015.0,20162017,73.0,N,Boeser,USA,8478444,R,R,Brock Boeser,208.0
Coquitlam,CAN,1997-05-26,BC,NYI,New York Islanders,16.0,1.0,2015.0,20162017,73.0,N,Barzal,CAN,8478445,C,R,Mathew Barzal,186.0
Nokia,FIN,1996-11-17,,DAL,Dallas Stars,49.0,2.0,2015.0,20182019,75.0,N,Hintz,FIN,8478449,C,L,Roope Hintz,217.0
Surrey,CAN,1997-08-24,BC,VGK,Vegas Golden Knights,112.0,4.0,2015.0,20222023,73.0,N,Wotherspoon,CAN,8478450,D,L,Parker Wotherspoon,195.0
Arlington,USA,1997-06-06,TX,PIT,Pittsburgh Penguins,117.0,4.0,2015.0,20182019,73.0,N,Jones,USA,8478452,D,L,Caleb Jones,189.0
Surrey,CAN,1997-04-02,BC,COL,Colorado Avalanche,26.0,1.0,2015.0,20172018,74.0,N,Juulsen,CAN,8478454,D,R,Noah Juulsen,201.0
Columbus,USA,1997-01-29,OH,TOR,Toronto Maple Leafs,25.0,1.0,2015.0,20162017,73.0,N,Roslovic,USA,8478458,C,R,Jack Roslovic,198.0
Grosse Pointe,USA,1997-07-19,MI,CBJ,Columbus Blue Jackets,8.0,1.0,2015.0,20162017,74.0,N,Werenski,USA,8478460,D,L,Zach Werenski,214.0
Amos,CAN,1997-02-05,QC,COL,Colorado Avalanche,96.0,4.0,2015.0,20172018,76.0,N,Roy,CAN,8478462,C,R,Nicolas Roy,200.0
Sorel-Tracy,CAN,1997-06-08,QC,WSH,Washington Capitals,28.0,1.0,2015.0,20162017,71.0,N,Beauvillier,CAN,8478463,R,L,Anthony Beauvillier,181.0
Val-d'Or,CAN,1997-04-28,QC,VGK,Vegas Golden Knights,52.0,2.0,2015.0,20182019,75.0,N,Lauzon,CAN,8478468,D,L,Jeremy Lauzon,230.0
Sainte-Marie,CAN,1997-01-30,QC,OTT,Ottawa Senators,18.0,1.0,2015.0,20162017,74.0,N,Chabot,CAN,8478469,D,L,Thomas Chabot,203.0
Laval,CAN,1997-02-09,QC,EDM,Edmonton Oilers,120.0,4.0,2015.0,20182019,73.0,N,Joseph,CAN,8478472,R,L,Mathieu Joseph,188.0
Mt. Brydges,CAN,1997-06-23,ON,UTA,Utah Mammoth,11.0,1.0,2015.0,20162017,76.0,N,Crouse,CAN,8478474,L,L,Lawson Crouse,214.0
Mississauga,CAN,1997-08-13,ON,DAL,Dallas Stars,63.0,3.0,2015.0,20172018,75.0,N,Capobianco,CAN,8478476,D,L,Kyle Capobianco,194.0
