assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
5,Penetanguishene,CAN,1894-02-09,ON,,,,,,19171918,21,10,71,N,Corbeau,CAN,8445571,15,D,R,Bert Corbeau,200
9,Glace Bay,CAN,1895-05-01,NS,,,,,,19191920,24,17,66,N,Roach,CAN,8448349,26,C,L,Mickey Roach,158
0,Quebec City,CAN,1890-02-28,QC,,,,,,19171918,20,1,70,Y,Malone,CAN,8447594,1,C,L,Joe Malone,150
5,Winnipeg,CAN,1892-06-05,MB,,,,,,19191920,23,16,68,N,Wilson,CAN,8449551,21,R,R,Cully Wilson,180
15,St-Etienne,CAN,1892-05-24,QC,,,,,,19211922,24,5,70,N,Bouchard,CAN,8445131,20,L,L,Edmond Bouchard,185
1,Glasgow,GBR,1892-11-04,,,,,,,19191920,5,1,66,N,Carey,GBR,8445326,2,R,R,George Carey,140
7,Kingston,CAN,1887-12-14,ON,,,,,,19171918,24,3,70,N,Randall,CAN,8448246,10,R,R,Ken Randall,180
7,Pembroke,CAN,1893-01-26,ON,,,,,,19171918,22,11,69,Y,Nighbor,CAN,8448011,18,C,R,Frank Nighbor,160
10,Ottawa,CAN,1896-08-19,ON,,,,,,19171918,24,15,69,Y,Boucher,CAN,8445135,25,D,L,George Boucher,169
4,Tillsonburg,CAN,1894-11-04,ON,,,,,,19211922,24,5,0,N,Andrews,CAN,8444936,9,L,L,Lloyd Andrews,0
8,Montréal,CAN,1891-09-19,QC,,,,,,19181919,24,19,69,N,Cleghorn,CAN,8445496,27,R,R,Odie Cleghorn,195
12,Fort William,CAN,1895-06-14,ON,,,,,,19171918,23,18,69,Y,Adams,CAN,8444861,30,C,R,Jack Adams,175
12,Farran's Point,CAN,1891-12-23,ON,,,,,,19171918,24,21,67,Y,Denneny,CAN,8445874,33,L,L,Cy Denneny,168
1,Waubaushene,CAN,1895-01-26,ON,,,,,,19181919,23,6,68,N,Arbour,CAN,8444956,7,L,L,Amos Arbour,160
12,Ottawa,CAN,1890-12-04,ON,,,,,,19171918,24,7,70,Y,Darragh,CAN,8445844,19,R,R,Jack Darragh,168
0,Ottawa,CAN,1892-07-13,ON,,,,,,19181919,24,14,67,Y,Broadbent,CAN,8445168,14,R,R,Punch Broadbent,183
0,Lachine,CAN,1891-06-10,QC,,,,,,19171918,19,0,70,N,Bell,CAN,8445044,0,C,R,Billy Bell,180
3,Yonkers,USA,1900-11-20,NY,,,,,,19221923,10,6,72,Y,Burch,USA,8445255,9,C,L,Billy Burch,200
0,Chicago,USA,1889-08-25,IL,,,,,,19171918,7,0,71,N,Mummery,USA,8447907,0,D,L,Harry Mummery,220
1,Toronto,CAN,1901-11-03,ON,,,,,,19221923,3,0,73,N,Hitchman,CAN,8446886,1,D,L,Lionel Hitchman,167
12,Collingwood,CAN,1896-06-23,ON,,,,,,19171918,24,12,68,Y,Noble,CAN,8448013,24,C,L,Reg Noble,180
6,Ottawa,CAN,1899-11-10,ON,,,,,,19211922,24,23,67,N,Boucher,CAN,8445133,29,R,R,Billy Boucher,155
0,Ottawa,CAN,1894-08-28,ON,,,,,,19221923,24,0,66,N,Helman,CAN,8446767,0,R,R,Harry Helman,145
0,Preston,CAN,1903-03-23,ON,,,,,,19221923,17,0,69,N,Scott,CAN,8448948,0,R,R,Ganton Scott,165
0,Ottawa,CAN,1894-10-10,ON,,,,,,19201921,5,1,69,N,Graham,CAN,8446629,1,L,L,Leth Graham,150
3,Papineau,CAN,1887-05-26,QC,,,,,,19171918,24,2,71,N,Berlinquette,CAN,8445071,5,L,L,Louis Berlinquette,175
1,Toronto,CAN,1902-08-04,ON,,,,,,19221923,1,0,70,N,Denoird,CAN,8445882,1,C,R,Gerry Denoird,170
4,North Bay,CAN,1892-03-01,ON,,,,,,19171918,24,5,71,N,Coutu,CAN,8445744,9,D,L,Billy Coutu,190
2,Ottawa,CAN,1903-02-25,ON,,,,,,19211922,24,3,67,Y,Clancy,CAN,8445471,5,D,L,King Clancy,155
10,Pembroke,CAN,1892-06-01,ON,,,,,,19201921,24,6,71,N,Reise Sr.,CAN,8448315,16,D,R,Leo Reise Sr.,175
0,Toronto,CAN,1895-09-28,ON,,,,,,19201921,2,0,70,N,Smylie,CAN,8449090,0,L,R,Rod Smylie,170
7,London,CAN,1891-10-18,ON,,,,,,19191920,23,13,70,N,Prodgers,CAN,8448212,20,C,R,Goldie Prodgers,180
0,Cornwall,CAN,1894-01-25,ON,,,,,,19171918,1,1,68,N,Denneny,CAN,8445873,1,C,R,Corb Denneny,160
8,Montréal,CAN,1890-03-11,QC,,,,,,19181919,24,9,70,Y,Cleghorn,CAN,8445497,17,D,L,Sprague Cleghorn,190
3,Sackville,CAN,1900-02-01,NB,,,,,,19201921,24,4,71,N,Stuart,CAN,8449199,7,D,L,Billy Stuart,190
6,Ottawa,CAN,1901-08-29,ON,,,,,,19221923,24,15,67,Y,Joliat,CAN,8447110,21,L,L,Aurel Joliat,136
4,Hamilton,CAN,1898-05-13,ON,,,,,,19191920,19,17,68,Y,Dye,CAN,8445972,21,R,R,Babe Dye,150
1,Montréal,CAN,1902-04-14,QC,,,,,,19231924,24,1,70,Y,Mantha,CAN,8447606,2,D,R,Sylvio Mantha,178
7,Sudbury,CAN,1896-07-17,ON,,,,,,19231924,22,7,70,Y,Green,CAN,8446644,14,R,R,Shorty Green,152
8,Penetanguishene,CAN,1894-02-09,ON,,,,,,19171918,24,8,71,N,Corbeau,CAN,8445571,16,D,R,Bert Corbeau,200
2,Parrsboro,CAN,1898-08-27,NS,,,,,,19211922,22,1,72,N,Jackson,CAN,8447035,3,L,L,Stan Jackson,180
1,Timmins,CAN,1896-12-05,ON,,,,,,19231924,18,0,71,N,Cameron,CAN,8445312,1,R,L,Billy Cameron,160
4,Glace Bay,CAN,1895-05-01,NS,,,,,,19191920,20,5,66,N,Roach,CAN,8448349,9,C,L,Mickey Roach,158
3,Mitchell,CAN,1902-09-21,ON,,,,,,19231924,24,13,69,Y,Morenz,CAN,8447888,16,C,L,Howie Morenz,165
1,Quebec City,CAN,1890-02-28,QC,,,,,,19171918,10,0,70,Y,Malone,CAN,8447594,1,C,L,Joe Malone,150
0,Ottawa,CAN,1904-02-14,ON,,,,,,19231924,11,1,68,N,Boucher,CAN,8445136,1,C,R,Bobby Boucher,142
0,Belleville,CAN,1902-09-24,ON,,,,,,19231924,5,1,74,N,Holway,CAN,8446907,1,D,L,Albert Holway,190
0,St-Etienne,CAN,1892-05-24,QC,,,,,,19211922,23,5,70,N,Bouchard,CAN,8445131,5,L,L,Edmond Bouchard,185
0,Glasgow,GBR,1892-11-04,,,,,,,19191920,4,0,66,N,Carey,GBR,8445326,0,R,R,George Carey,140
6,Kingston,CAN,1887-12-14,ON,,,,,,19171918,24,7,70,N,Randall,CAN,8448246,13,R,R,Ken Randall,180
3,Alba,USA,1901-01-18,PA,,,,,,19231924,20,3,72,N,Spring,USA,8449141,6,D,L,Jesse Spring,185
4,Buckingham,CAN,1900-07-23,QC,,,,,,19231924,18,5,71,N,Campbell,CAN,8445319,9,D,L,Earl Campbell,166
6,Pembroke,CAN,1893-01-26,ON,,,,,,19171918,20,11,69,Y,Nighbor,CAN,8448011,17,C,R,Frank Nighbor,160
9,Ottawa,CAN,1896-08-19,ON,,,,,,19171918,21,13,69,Y,Boucher,CAN,8445135,22,D,L,George Boucher,169
5,Montréal,CAN,1891-09-19,QC,,,,,,19181919,22,2,69,N,Cleghorn,CAN,8445496,7,R,R,Odie Cleghorn,195
0,Toronto,CAN,1903-02-06,ON,,,,,,19231924,3,0,70,N,Speyer,CAN,8449133,0,D,L,Chris Speyer,170
1,Tillsonburg,CAN,1894-11-04,ON,,,,,,19211922,12,2,0,N,Andrews,CAN,8444936,3,L,L,Lloyd Andrews,0
6,Fort William,CAN,1895-06-14,ON,,,,,,19171918,22,13,69,Y,Adams,CAN,8444861,19,C,R,Jack Adams,175
2,Farran's Point,CAN,1891-12-23,ON,,,,,,19171918,22,22,67,Y,Denneny,CAN,8445874,24,L,L,Cy Denneny,168
1,Shawville,CAN,1903-07-09,QC,,,,,,19231924,3,0,69,N,Finnigan,CAN,8446298,1,R,R,Frank Finnigan,165
3,Waubaushene,CAN,1895-01-26,ON,,,,,,19181919,21,1,68,N,Arbour,CAN,8444956,4,L,L,Amos Arbour,160
0,Ottawa,CAN,1890-12-04,ON,,,,,,19171918,18,2,70,Y,Darragh,CAN,8445844,2,R,R,Jack Darragh,168
2,Sudbury,CAN,1899-12-12,ON,,,,,,19231924,23,11,68,N,Green,CAN,8446643,13,L,L,Red Green,148
5,Ottawa,CAN,1892-07-13,ON,,,,,,19181919,22,9,67,Y,Broadbent,CAN,8445168,14,R,R,Punch Broadbent,183
1,Lachine,CAN,1891-06-10,QC,,,,,,19171918,11,0,70,N,Bell,CAN,8445044,1,C,R,Billy Bell,180
6,Yonkers,USA,1900-11-20,NY,,,,,,19221923,24,16,72,Y,Burch,USA,8445255,22,C,L,Billy Burch,200
10,Toronto,CAN,1901-11-03,ON,,,,,,19221923,24,2,73,N,Hitchman,CAN,8446886,12,D,L,Lionel Hitchman,167
5,Collingwood,CAN,1896-06-23,ON,,,,,,19171918,24,12,68,Y,Noble,CAN,8448013,17,C,L,Reg Noble,180
7,Ottawa,CAN,1899-11-10,ON,,,,,,19211922,23,16,67,N,Boucher,CAN,8445133,23,R,R,Billy Boucher,155
0,Ottawa,CAN,1894-08-28,ON,,,,,,19221923,19,1,66,N,Helman,CAN,8446767,1,R,R,Harry Helman,145
0,Preston,CAN,1903-03-23,ON,,,,,,19221923,12,0,69,N,Scott,CAN,8448948,0,R,R,Ganton Scott,165
0,Ottawa,CAN,1894-10-10,ON,,,,,,19201921,3,0,69,N,Graham,CAN,8446629,0,L,L,Leth Graham,150
0,Stellarton,CAN,1897-07-22,NS,,,,,,19231924,1,0,0,N,Fraser,CAN,8446492,0,D,L,Charles Fraser,0
1,North Bay,CAN,1892-03-01,ON,,,,,,19171918,16,3,71,N,Coutu,CAN,8445744,4,D,L,Billy Coutu,190
10,Ottawa,CAN,1903-02-25,ON,,,,,,19211922,24,8,67,Y,Clancy,CAN,8445471,18,D,L,King Clancy,155
0,Carroll,CAN,1896-02-28,MB,,,,,,19231924,14,0,74,N,Loughlin,CAN,8447518,0,D,L,Wilf Loughlin,200
0,Pembroke,CAN,1892-06-01,ON,,,,,,19201921,4,0,71,N,Reise Sr.,CAN,8448315,0,D,R,Leo Reise Sr.,175
1,Toronto,CAN,1895-09-28,ON,,,,,,19201921,13,1,70,N,Smylie,CAN,8449090,2,L,R,Rod Smylie,170
4,London,CAN,1891-10-18,ON,,,,,,19191920,23,9,70,N,Prodgers,CAN,8448212,13,C,R,Goldie Prodgers,180
0,Cornwall,CAN,1894-01-25,ON,,,,,,19171918,23,0,68,N,Denneny,CAN,8445873,0,C,R,Corb Denneny,160
4,Montréal,CAN,1890-03-11,QC,,,,,,19181919,23,8,70,Y,Cleghorn,CAN,8445497,12,D,L,Sprague Cleghorn,190
3,Sackville,CAN,1900-02-01,NB,,,,,,19201921,29,5,71,N,Stuart,CAN,8449199,8,D,L,Billy Stuart,190
1,Moray,GBR,1901-01-19,,,,,,,19241925,27,5,68,N,Munro,CAN,8447908,6,D,L,Dunc Munro,190
0,Seaforth,CAN,1899-02-17,ON,,,,,,19241925,27,1,68,N,Reid,CAN,8448310,1,L,L,Reg Reid,138
12,Ottawa,CAN,1901-08-29,ON,,,,,,19221923,25,30,67,Y,Joliat,CAN,8447110,42,L,L,Aurel Joliat,136
0,Sarnia,CAN,1900-02-21,ON,,,,,,19241925,12,1,71,N,Cotch,CAN,8445644,1,L,L,Charlie Cotch,175
1,Ottawa,CAN,1902-08-12,ON,,,,,,19241925,27,0,69,N,Lowrey,CAN,8447521,1,R,R,Fred Lowrey,155
0,Berlin,CAN,1903-03-23,ON,,,,,,19241925,25,0,67,N,Schnarr,CAN,8448934,0,C,L,Werner Schnarr,145
0,Ottawa,CAN,1899-03-21,ON,,,,,,19241925,1,0,66,N,Lafleur,CAN,8447272,0,L,L,Roland Lafleur,145
2,Huntsville,CAN,1899-02-03,ON,,,,,,19241925,18,1,69,N,Shay,CAN,8449002,3,D,L,Norm Shay,158
17,Owen Sound,CAN,1901-06-14,ON,,,,,,19241925,26,10,71,Y,Day,CAN,8445854,27,D,L,Hap Day,175
0,Halifax,CAN,1893-12-19,NS,,,,,,19241925,1,0,71,N,Ingram,CAN,8445743,0,C,L,John Ingram,170
8,Hamilton,CAN,1898-05-13,ON,,,,,,19191920,29,38,68,Y,Dye,CAN,8445972,46,R,R,Babe Dye,150
3,Montréal,CAN,1902-04-14,QC,,,,,,19231924,30,2,70,Y,Mantha,CAN,8447606,5,D,R,Sylvio Mantha,178
4,Buckingham,CAN,1892-09-25,QC,,,,,,19241925,28,11,72,N,Gorman,CAN,8446616,15,D,L,Ed Gorman,180
6,Cayuga,CAN,1897-10-31,ON,,,,,,19241925,30,17,70,N,Herberts,CAN,8446785,23,C,R,Jimmy Herberts,185
0,Lynden,CAN,1890-03-21,ON,,,,,,19241925,4,1,72,N,Cook,CAN,8445536,1,D,L,Lloyd Cook,170
9,Sudbury,CAN,1896-07-17,ON,,,,,,19231924,28,18,70,Y,Green,CAN,8446644,27,R,R,Shorty Green,152
7,Chesley,CAN,1893-04-12,ON,,,,,,19241925,30,10,70,N,McCaffrey,CAN,8447655,17,R,R,Bert McCaffrey,180
2,Toronto,CAN,1896-01-26,ON,,,,,,19171918,27,1,70,N,Skinner,CAN,8449049,3,R,R,Alf Skinner,180
6,Penetanguishene,CAN,1894-02-09,ON,,,,,,19171918,30,4,71,N,Corbeau,CAN,8445571,10,D,R,Bert Corbeau,200
3,Parrsboro,CAN,1898-08-27,NS,,,,,,19211922,27,5,72,N,Jackson,CAN,8447035,8,L,L,Stan Jackson,180
6,Glace Bay,CAN,1895-05-01,NS,,,,,,19191920,30,6,66,N,Roach,CAN,8448349,12,C,L,Mickey Roach,158
12,Mitchell,CAN,1902-09-21,ON,,,,,,19231924,30,27,69,Y,Morenz,CAN,8447888,39,C,L,Howie Morenz,165
2,Belleville,CAN,1902-09-24,ON,,,,,,19231924,25,2,74,N,Holway,CAN,8446907,4,D,L,Albert Holway,190
1,Regina,CAN,1890-08-21,SK,,,,,,19241925,6,1,67,N,Morris,CAN,8447890,2,C,R,Bernie Morris,145
1,Newmarket,CAN,1899-03-22,ON,,,,,,19241925,28,4,68,N,Cain,CAN,8445308,5,D,L,Francis Cain,175
0,Dunnville,CAN,1898-11-04,ON,,,,,,19241925,17,0,70,N,Parkes,CAN,8448087,0,R,R,Ernie Parkes,150
9,Kingston,CAN,1887-12-14,ON,,,,,,19171918,30,8,70,N,Randall,CAN,8448246,17,R,R,Ken Randall,180
1,Alba,USA,1901-01-18,PA,,,,,,19231924,29,2,72,N,Spring,USA,8449141,3,D,L,Jesse Spring,185
2,St-Etienne,CAN,1892-05-24,QC,,,,,,19211922,24,2,70,N,Bouchard,CAN,8445131,4,L,L,Edmond Bouchard,185
3,Lotbiniere,CAN,1894-08-25,QC,,,,,,19241925,30,6,72,N,Langlois,CAN,8447323,9,R,R,Charlie Langlois,210
5,Pembroke,CAN,1893-01-26,ON,,,,,,19171918,26,5,69,Y,Nighbor,CAN,8448011,10,C,R,Frank Nighbor,160
0,Buckingham,CAN,1900-07-23,QC,,,,,,19231924,29,0,71,N,Campbell,CAN,8445319,0,D,L,Earl Campbell,166
6,Ottawa,CAN,1896-08-19,ON,,,,,,19171918,28,15,69,Y,Boucher,CAN,8445135,21,D,L,George Boucher,169
2,Sault Ste. Marie,CAN,1897-11-28,ON,,,,,,19241925,30,1,70,N,Munro,CAN,8447912,3,D,L,Gerry Munro,175
0,Hartney,CAN,1898-09-15,MB,,,,,,19241925,8,0,71,N,Sparrow,CAN,8449129,0,R,L,Emory Sparrow,180
2,Winnipeg,CAN,1894-05-18,MB,,,,,,19241925,8,0,66,N,Benson,CAN,8445061,2,D,L,Bobby Benson,135
0,Sault Ste. Marie,CAN,1893-01-05,ON,,,,,,19241925,9,1,73,N,Fisher,CAN,8446300,1,R,R,Alvin Fisher,175
0,Moncton,CAN,1897-06-03,NB,,,,,,19241925,19,0,74,N,Carroll,CAN,8445340,0,D,R,George Carroll,210
0,Ottawa,CAN,1898-04-25,ON,,,,,,19241925,1,0,65,N,Joliat,CAN,8447111,0,R,L,Rene Joliat,140
0,Heathcote,CAN,1885-08-19,ON,,,,,,19241925,4,1,66,N,Rowe,CAN,8448584,1,R,L,Bobby Rowe,160
3,Montréal,CAN,1891-09-19,QC,,,,,,19181919,30,3,69,N,Cleghorn,CAN,8445496,6,R,R,Odie Cleghorn,195
0,Toronto,CAN,1903-02-06,ON,,,,,,19231924,2,0,70,N,Speyer,CAN,8449133,0,D,L,Chris Speyer,170
2,Meaford,CAN,1896-01-04,ON,,,,,,19241925,29,3,70,N,Mitchell,CAN,8447876,5,L,L,Herb Mitchell,190
0,Tillsonburg,CAN,1894-11-04,ON,,,,,,19211922,7,1,0,N,Andrews,CAN,8444936,1,L,L,Lloyd Andrews,0
4,Crystal,USA,1901-03-02,ND,,,,,,19241925,30,1,71,N,Headley,USA,8446755,5,D,L,Fern Headley,175
14,Fort William,CAN,1895-06-14,ON,,,,,,19171918,27,21,69,Y,Adams,CAN,8444861,35,C,R,Jack Adams,175
14,Farran's Point,CAN,1891-12-23,ON,,,,,,19171918,29,27,67,Y,Denneny,CAN,8445874,41,L,L,Cy Denneny,168
1,Shawville,CAN,1903-07-09,QC,,,,,,19231924,29,1,69,N,Finnigan,CAN,8446298,2,R,R,Frank Finnigan,165
3,Cornwall,CAN,1899-07-17,ON,,,,,,19241925,12,5,67,N,Cooper,CAN,8445541,8,R,R,Carson Cooper,160
16,Sudbury,CAN,1899-12-12,ON,,,,,,19231924,30,19,68,N,Green,CAN,8446643,35,L,L,Red Green,148
6,Ottawa,CAN,1892-07-13,ON,,,,,,19181919,30,14,67,Y,Broadbent,CAN,8445168,20,R,R,Punch Broadbent,183
14,Toronto,CAN,1903-01-07,ON,,,,,,19241925,30,10,70,Y,Smith,CAN,8449077,24,C,R,Hooley Smith,155
6,Yonkers,USA,1900-11-20,NY,,,,,,19221923,27,20,72,Y,Burch,USA,8445255,26,C,L,Billy Burch,200
0,Montréal,CAN,1892-01-12,QC,,,,,,19171918,5,0,67,N,Ritchie,CAN,8448336,0,D,R,Dave Ritchie,180
1,Toronto,CAN,1901-11-03,ON,,,,,,19221923,30,3,73,N,Hitchman,CAN,8446886,4,D,L,Lionel Hitchman,167
12,Collingwood,CAN,1896-06-23,ON,,,,,,19171918,30,9,68,Y,Noble,CAN,8448013,21,C,L,Reg Noble,180
12,Ottawa,CAN,1899-11-10,ON,,,,,,19211922,30,18,67,N,Boucher,CAN,8445133,30,R,R,Billy Boucher,155
0,Liverpool,GBR,1902-04-02,,,,,,,19241925,7,0,71,N,Smith,GBR,8449059,0,D,L,Alex Smith,176
2,Peterborough,CAN,1903-03-06,ON,,,,,,19241925,27,3,67,N,Redding,CAN,8448297,5,L,L,George Redding,145
0,Toronto,CAN,1903-07-23,ON,,,,,,19241925,30,2,66,N,Dinsmore,CAN,8445911,2,C,L,Chuck Dinsmore,155
0,Ottawa,CAN,1894-08-28,ON,,,,,,19221923,1,0,66,N,Helman,CAN,8446767,0,R,R,Harry Helman,145
1,Preston,CAN,1903-03-23,ON,,,,,,19221923,28,1,69,N,Scott,CAN,8448948,2,R,R,Ganton Scott,165
4,Sudbury,CAN,1899-10-16,ON,,,,,,19241925,28,5,66,N,Rothschild,CAN,8448462,9,L,L,Sam Rothschild,145
3,Sault Ste. Marie,CAN,1895-04-17,ON,,,,,,19241925,29,8,68,N,McKinnon,CAN,8447794,11,R,R,Alex McKinnon,175
2,Papineau,CAN,1887-05-26,QC,,,,,,19171918,29,4,71,N,Berlinquette,CAN,8445071,6,L,L,Louis Berlinquette,175
0,Ottawa,CAN,1894-10-10,ON,,,,,,19201921,3,0,69,N,Graham,CAN,8446629,0,L,L,Leth Graham,150
4,Omaha,USA,1891-06-01,NE,,,,,,19241925,30,2,0,N,Matz,USA,8447641,6,C,R,Johnny Matz,0
2,North Bay,CAN,1892-03-01,ON,,,,,,19171918,28,3,71,N,Coutu,CAN,8445744,5,D,L,Billy Coutu,190
8,Ottawa,CAN,1903-02-25,ON,,,,,,19211922,29,14,67,Y,Clancy,CAN,8445471,22,D,L,King Clancy,155
0,Toronto,CAN,1895-09-28,ON,,,,,,19201921,11,0,70,N,Smylie,CAN,8449090,0,L,R,Rod Smylie,170
2,Toronto,CAN,1904-10-11,ON,,,,,,19241925,13,1,69,N,Neville,CAN,8447999,3,C,R,Mike Neville,168
0,London,CAN,1891-10-18,ON,,,,,,19191920,1,0,70,N,Prodgers,CAN,8448212,0,C,R,Goldie Prodgers,180
1,Port Arthur,CAN,1890-10-11,ON,,,,,,19241925,6,3,71,N,Harris,CAN,8446716,4,L,L,Smokey Harris,165
10,Montréal,CAN,1890-03-11,QC,,,,,,19181919,27,8,70,Y,Cleghorn,CAN,8445497,18,D,L,Sprague Cleghorn,190
1,Sackville,CAN,1900-02-01,NB,,,,,,19201921,33,6,71,N,Stuart,CAN,8449199,7,D,L,Billy Stuart,190
0,St. Lambert,CAN,1893-02-15,ON,,,,,,19171918,17,0,71,N,Stevens,CAN,8449181,0,C,R,Phil Stevens,165
6,Moray,GBR,1901-01-19,,,,,,,19241925,33,4,68,N,Munro,CAN,8447908,10,D,L,Dunc Munro,190
2,Selkirk,CAN,1893-08-13,MB,,,,,,19251926,32,2,70,Y,Simpson,CAN,8449045,4,D,R,Joe Simpson,175
0,Seaforth,CAN,1899-02-17,ON,,,,,,19241925,12,0,68,N,Reid,CAN,8448310,0,L,L,Reg Reid,138
9,Ottawa,CAN,1901-08-29,ON,,,,,,19221923,35,17,67,Y,Joliat,CAN,8447110,26,L,L,Aurel Joliat,136
0,Sudbury,CAN,1904-06-27,ON,,,,,,19251926,13,0,66,N,Horne,CAN,8446914,0,R,R,George Horne,165
1,Selkirk,CAN,1895-03-04,MB,,,,,,19251926,18,0,68,N,Morrison,CAN,8447896,1,L,R,John Morrison,163
0,Ottawa,CAN,1902-08-12,ON,,,,,,19241925,26,1,69,N,Lowrey,CAN,8447521,1,R,R,Fred Lowrey,155
6,Toronto,CAN,1901-05-24,ON,,,,,,19251926,33,9,74,Y,Conacher,CAN,8445514,15,D,L,Lionel Conacher,195
0,Berlin,CAN,1903-03-23,ON,,,,,,19241925,1,0,67,N,Schnarr,CAN,8448934,0,C,L,Werner Schnarr,145
2,Huntsville,CAN,1899-02-03,ON,,,,,,19241925,35,4,69,N,Shay,CAN,8449002,6,D,L,Norm Shay,158
2,Owen Sound,CAN,1901-06-14,ON,,,,,,19241925,36,14,71,Y,Day,CAN,8445854,16,D,L,Hap Day,175
6,Hamilton,CAN,1898-05-13,ON,,,,,,19191920,31,18,68,Y,Dye,CAN,8445972,24,R,R,Babe Dye,150
2,Montréal,CAN,1902-04-14,QC,,,,,,19231924,34,2,70,Y,Mantha,CAN,8447606,4,D,R,Sylvio Mantha,178
1,Buckingham,CAN,1892-09-25,QC,,,,,,19241925,23,2,72,N,Gorman,CAN,8446616,3,D,L,Ed Gorman,180
0,Oak Park,USA,1899-10-13,IL,,,,,,19251926,8,0,68,N,Hall,USA,8446665,0,L,L,Bob Hall,165
9,Cayuga,CAN,1897-10-31,ON,,,,,,19241925,36,26,70,N,Herberts,CAN,8446785,35,C,R,Jimmy Herberts,185
3,Valleyfield,CAN,1902-11-22,QC,,,,,,19251926,32,10,69,N,Leduc,CAN,8447371,13,D,R,Albert Leduc,180
5,Sudbury,CAN,1896-07-17,ON,,,,,,19231924,32,7,70,Y,Green,CAN,8446644,12,R,R,Shorty Green,152
9,Chesley,CAN,1893-04-12,ON,,,,,,19241925,36,14,70,N,McCaffrey,CAN,8447655,23,R,R,Bert McCaffrey,180
0,Toronto,CAN,1896-01-26,ON,,,,,,19171918,7,0,70,N,Skinner,CAN,8449049,0,R,R,Alf Skinner,180
5,Penetanguishene,CAN,1894-02-09,ON,,,,,,19171918,36,5,71,N,Corbeau,CAN,8445571,10,D,R,Bert Corbeau,200
2,Toronto,CAN,1904-02-08,ON,,,,,,19251926,30,5,71,N,Kitchen,CAN,8447216,7,D,L,Hobie Kitchen,187
5,Toronto,CAN,1900-06-13,ON,,,,,,19251926,36,13,68,N,McCurry,CAN,8447741,18,L,L,Duke McCurry,160
4,Parrsboro,CAN,1898-08-27,NS,,,,,,19211922,28,3,72,N,Jackson,CAN,8447035,7,L,L,Stan Jackson,180
0,Timmins,CAN,1896-12-05,ON,,,,,,19231924,21,0,71,N,Cameron,CAN,8445312,0,R,L,Billy Cameron,160
0,Glace Bay,CAN,1895-05-01,NS,,,,,,19191920,25,3,66,N,Roach,CAN,8448349,3,C,L,Mickey Roach,158
1,Ottawa,CAN,1896-07-26,ON,,,,,,19251926,36,9,72,N,Smith,CAN,8449082,10,D,L,Rodger Smith,175
3,Mitchell,CAN,1902-09-21,ON,,,,,,19231924,31,23,69,Y,Morenz,CAN,8447888,26,C,L,Howie Morenz,165
0,Portage la Prairie,CAN,1899-03-09,MB,,,,,,19251926,9,1,72,N,Holmes,CAN,8446897,1,C,R,Bill Holmes,200
8,Montréal,CAN,1902-12-29,QC,,,,,,19251926,36,34,73,Y,Stewart,CAN,8449189,42,C,L,Nels Stewart,195
0,Belleville,CAN,1902-09-24,ON,,,,,,19231924,29,0,74,N,Holway,CAN,8446907,0,D,L,Albert Holway,190
0,Montréal,CAN,1902-09-01,QC,,,,,,19251926,33,0,68,N,Paulhus,CAN,8448101,0,D,L,Rollie Paulhus,185
0,Newmarket,CAN,1899-03-22,ON,,,,,,19241925,33,0,68,N,Cain,CAN,8445308,0,D,L,Francis Cain,175
1,St-Etienne,CAN,1892-05-24,QC,,,,,,19211922,35,3,70,N,Bouchard,CAN,8445131,4,L,L,Edmond Bouchard,185
0,Bourget,CAN,1893-03-06,ON,,,,,,19191920,9,0,71,N,Matte,CAN,8447637,0,D,R,Joe Matte,165
2,Kingston,CAN,1887-12-14,ON,,,,,,19171918,34,4,70,N,Randall,CAN,8448246,6,R,R,Ken Randall,180
0,Alba,USA,1901-01-18,PA,,,,,,19231924,32,5,72,N,Spring,USA,8449141,5,D,L,Jesse Spring,185
0,Pointe-Claire,CAN,1904-05-18,QC,,,,,,19251926,7,0,70,N,Boileau,CAN,8445109,0,C,L,Rene Boileau,160
1,Lotbiniere,CAN,1894-08-25,QC,,,,,,19241925,36,9,72,N,Langlois,CAN,8447323,10,R,R,Charlie Langlois,210
4,Melrose,USA,1904-08-13,MA,,,,,,19251926,26,7,68,N,Harrington,USA,8446703,11,L,L,Hago Harrington,163
14,Pembroke,CAN,1893-01-26,ON,,,,,,19171918,35,12,69,Y,Nighbor,CAN,8448011,26,C,R,Frank Nighbor,160
0,Buckingham,CAN,1900-07-23,QC,,,,,,19231924,29,1,71,N,Campbell,CAN,8445319,1,D,L,Earl Campbell,166
2,Midland,CAN,1895-03-02,ON,,,,,,19251926,35,6,67,N,Drury,USA,8445955,8,D,R,Herb Drury,165
5,Eardley,CAN,1899-04-01,QC,,,,,,19251926,36,14,71,N,Milks,CAN,8447859,19,L,L,Hib Milks,165
0,Sault Ste. Marie,CAN,1897-11-28,ON,,,,,,19241925,4,0,70,N,Munro,CAN,8447912,0,D,L,Gerry Munro,175
